Date,Open,High,Low,Close,Adj Close,Volume,Common Shares Outstanding,Avg. Basic Shares Outstanding,Avg. Diluted Shares Outstanding,Share Price,Market Capitalisation,Revenues,COGS,SG&A,R&D,EBIT,EBITDA,"Interest expense, net",Abnormal Gains/Losses,Income Taxes,Net Income from Discontinued Op.,Net Profit,Dividends,"Cash, Cash Equivalents & Short Term Investments",Cash & Cash Equivalents,Short Term Investments,Receivables,Current Assets,Net PP&E,Intangible Assets,Goodwill,Total Noncurrent Assets,Total Assets,Short term debt,Accounts Payable,Current Liabilities,Long Term Debt,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity,Share Capital,Treasury Stock,Retained Earnings,Equity Before Minorities,Minorities,Total Equity,Depreciation & Amortisation,Change in Working Capital,Cash From Operating Activities,Net Change in PP&E & Intangibles,Cash From Investing Activities,Cash From Financing Activities,Net Change in Cash,Free Cash Flow,Gross Margin,Operating Margin,Net Profit Margin,Return on Equity,Return on Assets,Current Ratio,Liabilities to Equity Ratio,Debt to Assets Ratio,EV / EBITDA,EV / Sales,Book to Market,Operating Income / EV,Enterprise Value,Returns
2014-03-26,40.48,40.709999,39.599998,39.790001,35.149658,41977500,8300723.725,8326000,8395000,35.28,292849.533,24519,8322,5480,2748,7969,9230,0,0,1320,0,6558,-2332,83944,10059,73885,15986,106870,11567,2945,14680,46673,153543,2300,5398,33742,20676,34701,68443,0,67476,0,14347,85100,0,85100,1261,6730,4413,-1732,-1025,2615,6036,12908,0.6606,0.325,0.2675,0.0771,0.0427,3.1673,0.8043,0.1496,21.93,8.2554,0.3231,0.0394,202413.9638,-0.013634085275161
2014-03-27,39.740002,39.970001,39.34,39.360001,34.769806,35369200,8300723.725,8326000,8395000,34.9,289695.258,24519,8322,5480,2748,7969,9230,0,0,1320,0,6558,-2332,83944,10059,73885,15986,106870,11567,2945,14680,46673,153543,2300,5398,33742,20676,34701,68443,0,67476,0,14347,85100,0,85100,1261,6730,4413,-1732,-1025,2615,6036,12908,0.6606,0.325,0.2675,0.0771,0.0427,3.1673,0.8043,0.1496,21.93,8.2554,0.3231,0.0394,202413.9638,-0.010806735089049
2014-03-28,39.790001,40.639999,39.68,40.299999,35.600174,43472700,8300723.725,8326000,8395000,35.73,296584.8587,24519,8322,5480,2748,7969,9230,0,0,1320,0,6558,-2332,83944,10059,73885,15986,106870,11567,2945,14680,46673,153543,2300,5398,33742,20676,34701,68443,0,67476,0,14347,85100,0,85100,1261,6730,4413,-1732,-1025,2615,6036,12908,0.6606,0.325,0.2675,0.0771,0.0427,3.1673,0.8043,0.1496,21.93,8.2554,0.3231,0.0394,202413.9638,0.023882062401371
2014-03-31,40.43,41.5,40.400002,40.990002,36.209713,46886300,8260000,8284000,8367000,36.34,300168.4,24519,8322,5480,2748,7969,9230,0,0,1320,0,6558,-2332,83944,10059,73885,15986,106870,11567,2945,14680,46673,153543,2300,5398,33742,20676,34701,68443,0,67476,0,14347,85100,0,85100,1261,6730,4413,-1732,-1025,2615,6036,12908,0.6606,0.325,0.2675,0.0771,0.0427,3.1673,0.8043,0.1496,21.93,8.2554,0.3231,0.0394,202413.9638,0.017121662955873
2014-04-01,41.150002,41.59,41.07,41.419998,36.589558,32605000,8260000,8284000,8367000,36.72,303307.2,24519,8322,5480,2748,7969,9230,0,0,1320,0,6558,-2332,83944,10059,73885,15986,106870,11567,2945,14680,46673,153543,2300,5398,33742,20676,34701,68443,0,67476,0,14347,85100,0,85100,1261,6730,4413,-1732,-1025,2615,6036,12908,0.6606,0.325,0.2675,0.0771,0.0427,3.1673,0.8043,0.1496,21.93,8.2554,0.3231,0.0394,202413.9638,0.010490265406672
2014-04-02,41.439999,41.66,41.169998,41.349998,36.527725,28666700,8260000,8284000,8367000,36.66,302811.6,24519,8322,5480,2748,7969,9230,0,0,1320,0,6558,-2332,83944,10059,73885,15986,106870,11567,2945,14680,46673,153543,2300,5398,33742,20676,34701,68443,0,67476,0,14347,85100,0,85100,1261,6730,4413,-1732,-1025,2615,6036,12908,0.6606,0.325,0.2675,0.0771,0.0427,3.1673,0.8043,0.1496,21.93,8.2554,0.3231,0.0394,202413.9638,-0.001690004910189
2014-04-03,41.290001,41.290001,40.709999,41.009998,36.227371,30139600,8260000,8284000,8367000,36.36,300333.6,24519,8322,5480,2748,7969,9230,0,0,1320,0,6558,-2332,83944,10059,73885,15986,106870,11567,2945,14680,46673,153543,2300,5398,33742,20676,34701,68443,0,67476,0,14347,85100,0,85100,1261,6730,4413,-1732,-1025,2615,6036,12908,0.6606,0.325,0.2675,0.0771,0.0427,3.1673,0.8043,0.1496,21.93,8.2554,0.3231,0.0394,202413.9638,-0.008222491328778
2014-04-04,41.25,41.389999,39.639999,39.869999,35.220318,51409600,8260000,8284000,8367000,35.35,291991,24519,8322,5480,2748,7969,9230,0,0,1320,0,6558,-2332,83944,10059,73885,15986,106870,11567,2945,14680,46673,153543,2300,5398,33742,20676,34701,68443,0,67476,0,14347,85100,0,85100,1261,6730,4413,-1732,-1025,2615,6036,12908,0.6606,0.325,0.2675,0.0771,0.0427,3.1673,0.8043,0.1496,21.93,8.2554,0.3231,0.0394,202413.9638,-0.027798074996249
2014-04-07,39.959999,40.27,39.740002,39.799999,35.158482,37559600,8260000,8284000,8367000,35.29,291495.4,24519,8322,5480,2748,7969,9230,0,0,1320,0,6558,-2332,83944,10059,73885,15986,106870,11567,2945,14680,46673,153543,2300,5398,33742,20676,34701,68443,0,67476,0,14347,85100,0,85100,1261,6730,4413,-1732,-1025,2615,6036,12908,0.6606,0.325,0.2675,0.0771,0.0427,3.1673,0.8043,0.1496,21.93,8.2554,0.3231,0.0394,202413.9638,-0.001755706088681
2014-04-08,39.75,39.93,39.200001,39.82,35.176163,35918600,8260000,8284000,8367000,35.3,291578,24519,8322,5480,2748,7969,9230,0,0,1320,0,6558,-2332,83944,10059,73885,15986,106870,11567,2945,14680,46673,153543,2300,5398,33742,20676,34701,68443,0,67476,0,14347,85100,0,85100,1261,6730,4413,-1732,-1025,2615,6036,12908,0.6606,0.325,0.2675,0.0771,0.0427,3.1673,0.8043,0.1496,21.93,8.2554,0.3231,0.0394,202413.9638,0.000502537701069
2014-04-09,39.93,40.549999,39.880001,40.470001,35.750351,27398700,8260000,8284000,8367000,35.88,296368.8,24519,8322,5480,2748,7969,9230,0,0,1320,0,6558,-2332,83944,10059,73885,15986,106870,11567,2945,14680,46673,153543,2300,5398,33742,20676,34701,68443,0,67476,0,14347,85100,0,85100,1261,6730,4413,-1732,-1025,2615,6036,12908,0.6606,0.325,0.2675,0.0771,0.0427,3.1673,0.8043,0.1496,21.93,8.2554,0.3231,0.0394,202413.9638,0.016323480662984
2014-04-10,40.439999,40.689999,39.09,39.360001,34.769806,45960800,8260000,8284000,8367000,34.9,288274,24519,8322,5480,2748,7969,9230,0,0,1320,0,6558,-2332,83944,10059,73885,15986,106870,11567,2945,14680,46673,153543,2300,5398,33742,20676,34701,68443,0,67476,0,14347,85100,0,85100,1261,6730,4413,-1732,-1025,2615,6036,12908,0.6606,0.325,0.2675,0.0771,0.0427,3.1673,0.8043,0.1496,21.93,8.2554,0.3231,0.0394,202413.9638,-0.027427723562448
2014-04-11,39,39.790001,39,39.209999,34.637295,34330200,8260000,8284000,8367000,34.76,287117.6,24519,8322,5480,2748,7969,9230,0,0,1320,0,6558,-2332,83944,10059,73885,15986,106870,11567,2945,14680,46673,153543,2300,5398,33742,20676,34701,68443,0,67476,0,14347,85100,0,85100,1261,6730,4413,-1732,-1025,2615,6036,12908,0.6606,0.325,0.2675,0.0771,0.0427,3.1673,0.8043,0.1496,21.93,8.2554,0.3231,0.0394,202413.9638,-0.003811026325939
2014-04-14,39.110001,39.41,38.900002,39.18,34.610786,32006600,8260000,8284000,8367000,34.74,286952.4,24519,8322,5480,2748,7969,9230,0,0,1320,0,6558,-2332,83944,10059,73885,15986,106870,11567,2945,14680,46673,153543,2300,5398,33742,20676,34701,68443,0,67476,0,14347,85100,0,85100,1261,6730,4413,-1732,-1025,2615,6036,12908,0.6606,0.325,0.2675,0.0771,0.0427,3.1673,0.8043,0.1496,21.93,8.2554,0.3231,0.0394,202413.9638,-0.000765085456901
2014-04-15,39.34,39.959999,39.049999,39.75,35.114315,33968700,8260000,8284000,8367000,35.24,291082.4,24519,8322,5480,2748,7969,9230,0,0,1320,0,6558,-2332,83944,10059,73885,15986,106870,11567,2945,14680,46673,153543,2300,5398,33742,20676,34701,68443,0,67476,0,14347,85100,0,85100,1261,6730,4413,-1732,-1025,2615,6036,12908,0.6606,0.325,0.2675,0.0771,0.0427,3.1673,0.8043,0.1496,21.93,8.2554,0.3231,0.0394,202413.9638,0.014548238897397
2014-04-16,40.060001,40.419998,39.91,40.400002,35.688511,30615800,8260000,8284000,8367000,35.82,295873.2,24519,8322,5480,2748,7969,9230,0,0,1320,0,6558,-2332,83944,10059,73885,15986,106870,11567,2945,14680,46673,153543,2300,5398,33742,20676,34701,68443,0,67476,0,14347,85100,0,85100,1261,6730,4413,-1732,-1025,2615,6036,12908,0.6606,0.325,0.2675,0.0771,0.0427,3.1673,0.8043,0.1496,21.93,8.2554,0.3231,0.0394,202413.9638,0.016352251572327
2014-04-17,40.009998,40.200001,39.509998,40.009998,35.343998,36688400,8260411.967,8284000,8367000,35.47,292996.8125,24519,8322,5480,2748,7969,9230,0,0,1320,0,6558,-2332,83944,10059,73885,15986,106870,11567,2945,14680,46673,153543,2300,5398,33742,20676,34701,68443,0,67476,0,14347,85100,0,85100,1261,6730,4413,-1732,-1025,2615,6036,12908,0.6606,0.325,0.2675,0.0771,0.0427,3.1673,0.8043,0.1496,21.93,8.2554,0.3231,0.0394,202413.9638,-0.009653563878536
2014-04-21,40.130001,40.150002,39.790001,39.939999,35.282162,22221200,8260411.967,8284000,8367000,35.41,292501.1878,24519,8322,5480,2748,7969,9230,0,0,1320,0,6558,-2332,83944,10059,73885,15986,106870,11567,2945,14680,46673,153543,2300,5398,33742,20676,34701,68443,0,67476,0,14347,85100,0,85100,1261,6730,4413,-1732,-1025,2615,6036,12908,0.6606,0.325,0.2675,0.0771,0.0427,3.1673,0.8043,0.1496,21.93,8.2554,0.3231,0.0394,202413.9638,-0.001749537703051
2014-04-22,39.959999,40.139999,39.830002,39.990002,35.326328,27056700,8260411.967,8284000,8367000,35.45,292831.6042,24519,8322,5480,2748,7969,9230,0,0,1320,0,6558,-2332,83944,10059,73885,15986,106870,11567,2945,14680,46673,153543,2300,5398,33742,20676,34701,68443,0,67476,0,14347,85100,0,85100,1261,6730,4413,-1732,-1025,2615,6036,12908,0.6606,0.325,0.2675,0.0771,0.0427,3.1673,0.8043,0.1496,21.93,8.2554,0.3231,0.0394,202413.9638,0.00125195296074
2014-04-23,39.990002,39.990002,39.470001,39.689999,35.061306,24602800,8260411.967,8284000,8367000,35.19,290683.8971,24519,8322,5480,2748,7969,9230,0,0,1320,0,6558,-2332,83944,10059,73885,15986,106870,11567,2945,14680,46673,153543,2300,5398,33742,20676,34701,68443,0,67476,0,14347,85100,0,85100,1261,6730,4413,-1732,-1025,2615,6036,12908,0.6606,0.325,0.2675,0.0771,0.0427,3.1673,0.8043,0.1496,21.93,8.2554,0.3231,0.0394,202413.9638,-0.007501950112431
2014-04-24,39.740002,39.970001,39.299999,39.860001,35.211483,42381600,8260411.967,8284000,8367000,35.34,291922.9589,20403,5978,4708,2743,6974,8229,0,0,1297,0,5660,-2322,88425,11572,76853,13497,109006,11771,2901,14751,47113,156119,2000,4583,33903,20679,34792,68695,0,67803,0,16289,87424,0,87424,1255,12973,10099,-1192,-4284,-4304,1513,18713,0.707,0.3418,0.2774,0.0647,0.0363,3.2152,0.7858,0.1453,27.4854,11.0855,0.2995,0.0308,226176.9589,0.004283245257829
2014-04-25,40.290001,40.68,39.75,39.91,35.255661,56876800,8260411.967,8284000,8367000,35.38,292253.3754,20403,5978,4708,2743,6974,8229,0,0,1297,0,5660,-2322,88425,11572,76853,13497,109006,11771,2901,14751,47113,156119,2000,4583,33903,20679,34792,68695,0,67803,0,16289,87424,0,87424,1255,12973,10099,-1192,-4284,-4304,1513,18713,0.707,0.3418,0.2774,0.0647,0.0363,3.2152,0.7858,0.1453,27.4854,11.0855,0.2995,0.0308,226176.9589,0.001254365247005
2014-04-28,40.139999,41.290001,40.09,40.869999,36.103695,50610200,8260411.967,8284000,8367000,36.23,299274.7256,20403,5978,4708,2743,6974,8229,0,0,1297,0,5660,-2322,88425,11572,76853,13497,109006,11771,2901,14751,47113,156119,2000,4583,33903,20679,34792,68695,0,67803,0,16289,87424,0,87424,1255,12973,10099,-1192,-4284,-4304,1513,18713,0.707,0.3418,0.2774,0.0647,0.0363,3.2152,0.7858,0.1453,27.4854,11.0855,0.2995,0.0308,226176.9589,0.024054096717615
2014-04-29,41.099998,41.189999,40.389999,40.509998,35.78569,29636200,8260411.967,8284000,8367000,35.92,296713.9979,20403,5978,4708,2743,6974,8229,0,0,1297,0,5660,-2322,88425,11572,76853,13497,109006,11771,2901,14751,47113,156119,2000,4583,33903,20679,34792,68695,0,67803,0,16289,87424,0,87424,1255,12973,10099,-1192,-4284,-4304,1513,18713,0.707,0.3418,0.2774,0.0647,0.0363,3.2152,0.7858,0.1453,27.4854,11.0855,0.2995,0.0308,226176.9589,-0.008808441615083
2014-04-30,40.400002,40.5,40.169998,40.400002,35.688511,35458700,8260411.967,8284000,8367000,35.82,295887.9567,20403,5978,4708,2743,6974,8229,0,0,1297,0,5660,-2322,88425,11572,76853,13497,109006,11771,2901,14751,47113,156119,2000,4583,33903,20679,34792,68695,0,67803,0,16289,87424,0,87424,1255,12973,10099,-1192,-4284,-4304,1513,18713,0.707,0.3418,0.2774,0.0647,0.0363,3.2152,0.7858,0.1453,27.4854,11.0855,0.2995,0.0308,226176.9589,-0.002715280311789
2014-05-01,40.240002,40.360001,39.950001,40,35.335155,28787400,8260411.967,8284000,8367000,35.46,292914.2083,20403,5978,4708,2743,6974,8229,0,0,1297,0,5660,-2322,88425,11572,76853,13497,109006,11771,2901,14751,47113,156119,2000,4583,33903,20679,34792,68695,0,67803,0,16289,87424,0,87424,1255,12973,10099,-1192,-4284,-4304,1513,18713,0.707,0.3418,0.2774,0.0647,0.0363,3.2152,0.7858,0.1453,27.4854,11.0855,0.2995,0.0308,226176.9589,-0.00990103911381
2014-05-02,40.310001,40.34,39.66,39.689999,35.061306,43416600,8260411.967,8284000,8367000,35.19,290683.8971,20403,5978,4708,2743,6974,8229,0,0,1297,0,5660,-2322,88425,11572,76853,13497,109006,11771,2901,14751,47113,156119,2000,4583,33903,20679,34792,68695,0,67803,0,16289,87424,0,87424,1255,12973,10099,-1192,-4284,-4304,1513,18713,0.707,0.3418,0.2774,0.0647,0.0363,3.2152,0.7858,0.1453,27.4854,11.0855,0.2995,0.0308,226176.9589,-0.007750025
2014-05-05,39.52,39.639999,39.299999,39.43,34.831638,22460900,8260411.967,8284000,8367000,34.96,288784.0024,20403,5978,4708,2743,6974,8229,0,0,1297,0,5660,-2322,88425,11572,76853,13497,109006,11771,2901,14751,47113,156119,2000,4583,33903,20679,34792,68695,0,67803,0,16289,87424,0,87424,1255,12973,10099,-1192,-4284,-4304,1513,18713,0.707,0.3418,0.2774,0.0647,0.0363,3.2152,0.7858,0.1453,27.4854,11.0855,0.2995,0.0308,226176.9589,-0.006550743425315
2014-05-06,39.290001,39.349998,38.950001,39.060001,34.504791,27112400,8260411.967,8284000,8367000,34.63,286058.0664,20403,5978,4708,2743,6974,8229,0,0,1297,0,5660,-2322,88425,11572,76853,13497,109006,11771,2901,14751,47113,156119,2000,4583,33903,20679,34792,68695,0,67803,0,16289,87424,0,87424,1255,12973,10099,-1192,-4284,-4304,1513,18713,0.707,0.3418,0.2774,0.0647,0.0363,3.2152,0.7858,0.1453,27.4854,11.0855,0.2995,0.0308,226176.9589,-0.009383692619833
2014-05-07,39.220001,39.509998,38.509998,39.419998,34.822803,41744500,8260411.967,8284000,8367000,34.95,288701.3982,20403,5978,4708,2743,6974,8229,0,0,1297,0,5660,-2322,88425,11572,76853,13497,109006,11771,2901,14751,47113,156119,2000,4583,33903,20679,34792,68695,0,67803,0,16289,87424,0,87424,1255,12973,10099,-1192,-4284,-4304,1513,18713,0.707,0.3418,0.2774,0.0647,0.0363,3.2152,0.7858,0.1453,27.4854,11.0855,0.2995,0.0308,226176.9589,0.009216512820878
2014-05-08,39.34,39.900002,38.970001,39.639999,35.017136,32120400,8260411.967,8284000,8367000,35.14,290270.8765,20403,5978,4708,2743,6974,8229,0,0,1297,0,5660,-2322,88425,11572,76853,13497,109006,11771,2901,14751,47113,156119,2000,4583,33903,20679,34792,68695,0,67803,0,16289,87424,0,87424,1255,12973,10099,-1192,-4284,-4304,1513,18713,0.707,0.3418,0.2774,0.0647,0.0363,3.2152,0.7858,0.1453,27.4854,11.0855,0.2995,0.0308,226176.9589,0.005580949040129
2014-05-09,39.540001,39.849998,39.369999,39.540001,34.92881,29647600,8260411.967,8284000,8367000,35.06,289610.0436,20403,5978,4708,2743,6974,8229,0,0,1297,0,5660,-2322,88425,11572,76853,13497,109006,11771,2901,14751,47113,156119,2000,4583,33903,20679,34792,68695,0,67803,0,16289,87424,0,87424,1255,12973,10099,-1192,-4284,-4304,1513,18713,0.707,0.3418,0.2774,0.0647,0.0363,3.2152,0.7858,0.1453,27.4854,11.0855,0.2995,0.0308,226176.9589,-0.002522653948604
2014-05-12,39.740002,40.02,39.650002,39.970001,35.308666,22782600,8260411.967,8284000,8367000,35.44,292749.0001,20403,5978,4708,2743,6974,8229,0,0,1297,0,5660,-2322,88425,11572,76853,13497,109006,11771,2901,14751,47113,156119,2000,4583,33903,20679,34792,68695,0,67803,0,16289,87424,0,87424,1255,12973,10099,-1192,-4284,-4304,1513,18713,0.707,0.3418,0.2774,0.0647,0.0363,3.2152,0.7858,0.1453,27.4854,11.0855,0.2995,0.0308,226176.9589,0.010875062952073
2014-05-13,39.919998,40.5,39.849998,40.419998,35.958076,27004800,8260411.967,8284000,8367000,36.08,298035.6638,20403,5978,4708,2743,6974,8229,0,0,1297,0,5660,-2322,88425,11572,76853,13497,109006,11771,2901,14751,47113,156119,2000,4583,33903,20679,34792,68695,0,67803,0,16289,87424,0,87424,1255,12973,10099,-1192,-4284,-4304,1513,18713,0.707,0.3418,0.2774,0.0647,0.0363,3.2152,0.7858,0.1453,27.4854,11.0855,0.2995,0.0308,226176.9589,0.011258368494912
2014-05-14,40.299999,40.450001,40.049999,40.240002,35.797955,18818700,8260411.967,8284000,8367000,35.92,296713.9979,20403,5978,4708,2743,6974,8229,0,0,1297,0,5660,-2322,88425,11572,76853,13497,109006,11771,2901,14751,47113,156119,2000,4583,33903,20679,34792,68695,0,67803,0,16289,87424,0,87424,1255,12973,10099,-1192,-4284,-4304,1513,18713,0.707,0.3418,0.2774,0.0647,0.0363,3.2152,0.7858,0.1453,27.4854,11.0855,0.2995,0.0308,226176.9589,-0.00445314222925
2014-05-15,40.09,40.400002,39.509998,39.599998,35.228588,37793200,8260411.967,8284000,8367000,35.35,292005.563,20403,5978,4708,2743,6974,8229,0,0,1297,0,5660,-2322,88425,11572,76853,13497,109006,11771,2901,14751,47113,156119,2000,4583,33903,20679,34792,68695,0,67803,0,16289,87424,0,87424,1255,12973,10099,-1192,-4284,-4304,1513,18713,0.707,0.3418,0.2774,0.0647,0.0363,3.2152,0.7858,0.1453,27.4854,11.0855,0.2995,0.0308,226176.9589,-0.0159046711777
2014-05-16,39.669998,39.84,39.27,39.830002,35.433205,29867100,8260411.967,8284000,8367000,35.56,293740.2495,20403,5978,4708,2743,6974,8229,0,0,1297,0,5660,-2322,88425,11572,76853,13497,109006,11771,2901,14751,47113,156119,2000,4583,33903,20679,34792,68695,0,67803,0,16289,87424,0,87424,1255,12973,10099,-1192,-4284,-4304,1513,18713,0.707,0.3418,0.2774,0.0647,0.0363,3.2152,0.7858,0.1453,27.4854,11.0855,0.2995,0.0308,226176.9589,0.005808182111524
2014-05-19,39.610001,39.82,39.459999,39.75,35.362041,24537400,8260411.967,8284000,8367000,35.49,293162.0207,20403,5978,4708,2743,6974,8229,0,0,1297,0,5660,-2322,88425,11572,76853,13497,109006,11771,2901,14751,47113,156119,2000,4583,33903,20679,34792,68695,0,67803,0,16289,87424,0,87424,1255,12973,10099,-1192,-4284,-4304,1513,18713,0.707,0.3418,0.2774,0.0647,0.0363,3.2152,0.7858,0.1453,27.4854,11.0855,0.2995,0.0308,226176.9589,-0.002008586391736
2014-05-20,39.68,39.939999,39.459999,39.68,35.299767,21320900,8260411.967,8284000,8367000,35.42,292583.7919,20403,5978,4708,2743,6974,8229,0,0,1297,0,5660,-2322,88425,11572,76853,13497,109006,11771,2901,14751,47113,156119,2000,4583,33903,20679,34792,68695,0,67803,0,16289,87424,0,87424,1255,12973,10099,-1192,-4284,-4304,1513,18713,0.707,0.3418,0.2774,0.0647,0.0363,3.2152,0.7858,0.1453,27.4854,11.0855,0.2995,0.0308,226176.9589,-0.001761006289308
2014-05-21,39.799999,40.349998,39.740002,40.349998,35.895802,22398700,8260411.967,8284000,8367000,36.02,297540.0391,20403,5978,4708,2743,6974,8229,0,0,1297,0,5660,-2322,88425,11572,76853,13497,109006,11771,2901,14751,47113,156119,2000,4583,33903,20679,34792,68695,0,67803,0,16289,87424,0,87424,1255,12973,10099,-1192,-4284,-4304,1513,18713,0.707,0.3418,0.2774,0.0647,0.0363,3.2152,0.7858,0.1453,27.4854,11.0855,0.2995,0.0308,226176.9589,0.016885030241936
2014-05-22,40.290001,40.349998,39.849998,40.099998,35.673401,20201800,8260411.967,8284000,8367000,35.8,295722.7484,20403,5978,4708,2743,6974,8229,0,0,1297,0,5660,-2322,88425,11572,76853,13497,109006,11771,2901,14751,47113,156119,2000,4583,33903,20679,34792,68695,0,67803,0,16289,87424,0,87424,1255,12973,10099,-1192,-4284,-4304,1513,18713,0.707,0.3418,0.2774,0.0647,0.0363,3.2152,0.7858,0.1453,27.4854,11.0855,0.2995,0.0308,226176.9589,-0.006195787172034
2014-05-23,40.369999,40.369999,40,40.119999,35.691181,18020000,8260411.967,8284000,8367000,35.82,295887.9567,20403,5978,4708,2743,6974,8229,0,0,1297,0,5660,-2322,88425,11572,76853,13497,109006,11771,2901,14751,47113,156119,2000,4583,33903,20679,34792,68695,0,67803,0,16289,87424,0,87424,1255,12973,10099,-1192,-4284,-4304,1513,18713,0.707,0.3418,0.2774,0.0647,0.0363,3.2152,0.7858,0.1453,27.4854,11.0855,0.2995,0.0308,226176.9589,0.00049877807974
2014-05-27,40.259998,40.259998,39.810001,40.189999,35.75346,26160600,8260411.967,8284000,8367000,35.88,296383.5814,20403,5978,4708,2743,6974,8229,0,0,1297,0,5660,-2322,88425,11572,76853,13497,109006,11771,2901,14751,47113,156119,2000,4583,33903,20679,34792,68695,0,67803,0,16289,87424,0,87424,1255,12973,10099,-1192,-4284,-4304,1513,18713,0.707,0.3418,0.2774,0.0647,0.0363,3.2152,0.7858,0.1453,27.4854,11.0855,0.2995,0.0308,226176.9589,0.00174476574638
2014-05-28,40.139999,40.189999,39.82,40.009998,35.593346,25711500,8260411.967,8284000,8367000,35.72,295061.9155,20403,5978,4708,2743,6974,8229,0,0,1297,0,5660,-2322,88425,11572,76853,13497,109006,11771,2901,14751,47113,156119,2000,4583,33903,20679,34792,68695,0,67803,0,16289,87424,0,87424,1255,12973,10099,-1192,-4284,-4304,1513,18713,0.707,0.3418,0.2774,0.0647,0.0363,3.2152,0.7858,0.1453,27.4854,11.0855,0.2995,0.0308,226176.9589,-0.004478751044507
2014-05-29,40.150002,40.349998,39.91,40.34,35.886913,19888200,8260411.967,8284000,8367000,36.01,297457.4349,20403,5978,4708,2743,6974,8229,0,0,1297,0,5660,-2322,88425,11572,76853,13497,109006,11771,2901,14751,47113,156119,2000,4583,33903,20679,34792,68695,0,67803,0,16289,87424,0,87424,1255,12973,10099,-1192,-4284,-4304,1513,18713,0.707,0.3418,0.2774,0.0647,0.0363,3.2152,0.7858,0.1453,27.4854,11.0855,0.2995,0.0308,226176.9589,0.008247988415296
2014-05-30,40.450001,40.970001,40.25,40.939999,36.420677,34567600,8260411.967,8284000,8367000,36.55,301918.0574,20403,5978,4708,2743,6974,8229,0,0,1297,0,5660,-2322,88425,11572,76853,13497,109006,11771,2901,14751,47113,156119,2000,4583,33903,20679,34792,68695,0,67803,0,16289,87424,0,87424,1255,12973,10099,-1192,-4284,-4304,1513,18713,0.707,0.3418,0.2774,0.0647,0.0363,3.2152,0.7858,0.1453,27.4854,11.0855,0.2995,0.0308,226176.9589,0.014873549826475
2014-06-02,40.950001,41.09,40.68,40.790001,36.287231,18504300,8260411.967,8284000,8367000,36.41,300761.5997,20403,5978,4708,2743,6974,8229,0,0,1297,0,5660,-2322,88425,11572,76853,13497,109006,11771,2901,14751,47113,156119,2000,4583,33903,20679,34792,68695,0,67803,0,16289,87424,0,87424,1255,12973,10099,-1192,-4284,-4304,1513,18713,0.707,0.3418,0.2774,0.0647,0.0363,3.2152,0.7858,0.1453,27.4854,11.0855,0.2995,0.0308,226176.9589,-0.003663849625399
2014-06-03,40.599998,40.68,40.25,40.290001,35.842422,18068900,8260411.967,8284000,8367000,35.97,297127.0185,20403,5978,4708,2743,6974,8229,0,0,1297,0,5660,-2322,88425,11572,76853,13497,109006,11771,2901,14751,47113,156119,2000,4583,33903,20679,34792,68695,0,67803,0,16289,87424,0,87424,1255,12973,10099,-1192,-4284,-4304,1513,18713,0.707,0.3418,0.2774,0.0647,0.0363,3.2152,0.7858,0.1453,27.4854,11.0855,0.2995,0.0308,226176.9589,-0.012257906049083
2014-06-04,40.209999,40.369999,39.860001,40.32,35.869114,23209000,8260411.967,8284000,8367000,35.99,297292.2267,20403,5978,4708,2743,6974,8229,0,0,1297,0,5660,-2322,88425,11572,76853,13497,109006,11771,2901,14751,47113,156119,2000,4583,33903,20679,34792,68695,0,67803,0,16289,87424,0,87424,1255,12973,10099,-1192,-4284,-4304,1513,18713,0.707,0.3418,0.2774,0.0647,0.0363,3.2152,0.7858,0.1453,27.4854,11.0855,0.2995,0.0308,226176.9589,0.000744576799589
2014-06-05,40.59,41.25,40.400002,41.209999,36.660873,31865200,8260411.967,8284000,8367000,36.79,303900.5563,20403,5978,4708,2743,6974,8229,0,0,1297,0,5660,-2322,88425,11572,76853,13497,109006,11771,2901,14751,47113,156119,2000,4583,33903,20679,34792,68695,0,67803,0,16289,87424,0,87424,1255,12973,10099,-1192,-4284,-4304,1513,18713,0.707,0.3418,0.2774,0.0647,0.0363,3.2152,0.7858,0.1453,27.4854,11.0855,0.2995,0.0308,226176.9589,0.022073387896826
2014-06-06,41.48,41.66,41.240002,41.48,36.901066,24060500,8260411.967,8284000,8367000,37.03,305883.0551,20403,5978,4708,2743,6974,8229,0,0,1297,0,5660,-2322,88425,11572,76853,13497,109006,11771,2901,14751,47113,156119,2000,4583,33903,20679,34792,68695,0,67803,0,16289,87424,0,87424,1255,12973,10099,-1192,-4284,-4304,1513,18713,0.707,0.3418,0.2774,0.0647,0.0363,3.2152,0.7858,0.1453,27.4854,11.0855,0.2995,0.0308,226176.9589,0.006551832238579
2014-06-09,41.389999,41.48,41.02,41.27,36.714249,15019200,8260411.967,8284000,8367000,36.84,304313.5769,20403,5978,4708,2743,6974,8229,0,0,1297,0,5660,-2322,88425,11572,76853,13497,109006,11771,2901,14751,47113,156119,2000,4583,33903,20679,34792,68695,0,67803,0,16289,87424,0,87424,1255,12973,10099,-1192,-4284,-4304,1513,18713,0.707,0.3418,0.2774,0.0647,0.0363,3.2152,0.7858,0.1453,27.4854,11.0855,0.2995,0.0308,226176.9589,-0.005062680810029
